Symbol,Name,Industry,Sector,Market Cap,P/E ttm,Price/Book,ROA%,ROE%,Debt/Equity,Price/Cash Flow,Ent Value,EBITDA(a),EBIT(a),Shares Out,Net Income(a),Beta,% Insider,% Institutional,Sales(a),Float,% Float,Price/Sales,Earnings Date,Latest Earnings
MA,Mastercard Inc,Financial Transaction Services,Business Services,518050688000,37.49,76.720001,29.77%,196.87%,2.81,31.66,527342688000,17524000000,14797000000,911708000,12874000000,1.02,0.09%,97.28%,N/L,N/L,N/L,N/L,N/L,2025-07-31
MAA,Mid-America Apartment Communities,REIT - Equity Trust Resident,Finance,17751844000,17.12,2.89,4.81%,9.19%,0.82,15.83,22676054000,1837780000,1245340000,117058000,527540000,0.75,1.20%,93.60%,N/L,N/L,N/L,N/L,N/L,2025-07-30
MAC,Macerich Company,REIT - Equity Trust Retail,Finance,4464308000,10.89,1.62,-1.44%,-4.37%,1.91,32.009998,9279678000,818080000,487010000,252649000,-194120000,2.13,0.24%,87.38%,N/L,N/L,N/L,N/L,N/L,2025-08-11
MAG,MAG Silver Corp,Mining - Silver,Basic Materials,2228615000,24.66,3.72,15.25%,15.84%,0,29.200001,2066265000,-28500000,-27530000,103464000,77780000,0.75,8.74%,52.50%,N/L,N/L,N/L,N/L,N/L,2025-08-07
MAIN,Main Street Capital Corp,Finance - SBIC & Commercial,Finance,5860779000,16.23,2.04,6.95%,13.02%,0.18,16.049999,6166529000,360230000,355070000,89029000,508080000,0.82,4.00%,20.31%,N/L,N/L,N/L,N/L,N/L,2025-08-07
MANU,Manchester United Ltd,Leisure & Recreation Services,Consumer Discretionary,2954599000,0,12.23,-2.49%,-22.40%,3.61,15.93,3550379000,216200000,-44050000,169318000,-142510000,0.66,68.63%,23.34%,N/L,N/L,N/L,N/L,N/L,2025-09-10
MAR,Marriot Int Cl A,Hotels & Motels,Consumer Discretionary,76447104000,28.63,N/A,10.25%,-100.64%,-4.75,24.059999,90498104000,4442000000,3029000000,273896000,2375000000,1.41,10.68%,70.70%,N/L,N/L,N/L,N/L,N/L,2025-08-05
MARA,Mara Holdings Inc,Finance - Misc Services,Finance,6070758000,78.45,1.63,4.24%,6.33%,0.7,7.69,8109238000,2530000,-426810000,351928000,541250000,6.53,0.80%,44.53%,N/L,N/L,N/L,N/L,N/L,2025-07-29
MAT,Mattel Inc,Toys & Game & Hobby,Consumer Discretionary,5629761000,10.24,2.51,8.77%,25.20%,1.1,7.1,6576201000,922770000,676820000,322900000,541820000,0.66,1.70%,97.15%,N/L,N/L,N/L,N/L,N/L,2025-07-23
MBI,MBIA Inc,Insurance - Multi Line,Finance,249336000,0,N/A,-7.61%,0.00%,-1.54,N/A,3389337000,-209000000,-209000000,50371000,-444000000,1.84,12.58%,60.95%,N/L,N/L,N/L,N/L,N/L,2025-08-05
MBLY,Mobileye Global Inc Cl A,Auto - Truck Original Parts,Auto-Tires-Trucks,12033840000,140.18,1.04,0.70%,0.73%,0,28.290001,10607840000,97000000,-409000000,812000000,-3090000000,0.54,2.80%,13.25%,N/L,N/L,N/L,N/L,N/L,2025-07-24
MBOT,Microbot Medical Inc,Medical Instruments,Medical,108043000,0,3.29,-94.20%,-110.27%,0,N/A,104883000,-12170000,-12260000,36378000,-11440000,1.13,4.74%,16.30%,N/L,N/L,N/L,N/L,N/L,2025-08-13
MBX,Mbx Biosciences Inc,Medical - Biomedical,Medical,486988000,0,1.85,0.00%,0.00%,0,N/A,437638000,-59210000,-59450000,33424000,-61920000,N/A,52.19%,N/A,N/L,N/L,N/L,N/L,N/L,2025-08-11
MC,Moelis,Finance - Investment Brokers,Finance,5526964000,27.64,9.85,17.45%,45.30%,0,33.09,5113784000,225340000,214900000,78508000,136020000,1.64,6.40%,91.53%,N/L,N/L,N/L,N/L,N/L,2025-07-24
MCD,McDonald's Corp,Retail - Restaurants,Retail-Wholesale,213415904000,25.17,N/A,15.21%,-195.27%,-11.27,19.99,250754912000,14276000000,12179000000,715033000,8224000000,0.53,0.25%,70.29%,N/L,N/L,N/L,N/L,N/L,2025-08-06
MCHP,Microchip Technology,Semi Analog & Mixed,Computers and Technology,37350904000,66.48,5.16,3.53%,8.55%,0.8,26.690001,42209604000,1609900000,787200000,539675000,-500000,1.52,1.94%,91.51%,N/L,N/L,N/L,N/L,N/L,2025-08-07
MCK,Mckesson Corp,Medical - Dental Suppliers,Medical,89057216000,21.46,N/A,5.83%,-201.12%,-6.64,18.280001,94621216000,5058000000,4422000000,125112000,3295000000,0.48,0.08%,85.07%,N/L,N/L,N/L,N/L,N/L,2025-08-06
MCO,Moody's Corp,Finance - Misc Services,Finance,92279696000,38.81,22.469999,15.47%,60.73%,1.77,34.310001,97299696000,3795000000,3364000000,179900000,2058000000,1.38,0.14%,92.11%,N/L,N/L,N/L,N/L,N/L,2025-07-23
MCRB,Seres Therapeutics Inc,Medical - Biomedical,Medical,126882000,0,2.31,-55.87%,0.00%,0,N/A,96092000,-102090000,-108970000,8732000,140000,2.75,4.70%,59.34%,N/L,N/L,N/L,N/L,N/L,2025-08-06
MCY,Mercury General Corp,Insurance - Proprty & Casualty,Finance,3857843000,16.83,2.11,2.74%,12.52%,0.32,8.14,3711713000,447030000,373600000,55389000,467950000,0.96,35.50%,42.39%,N/L,N/L,N/L,N/L,N/L,2025-07-29
MDB,Mongodb Inc Cl A,Internet - Software,Computers and Technology,19723304000,0,6.34,-2.05%,-3.16%,0,N/A,19233174000,-142040000,-171430000,81714000,-129070000,1.41,3.10%,89.29%,N/L,N/L,N/L,N/L,N/L,2025-09-04
MDGL,Madrigal Pharmaceuticals Inc,Medical - Drugs,Medical,6625372000,0,9.35,-37.19%,-50.54%,0.17,N/A,6637922000,-422360000,-425150000,22203000,-465890000,-1.05,21.50%,98.50%,N/L,N/L,N/L,N/L,N/L,2025-08-05
MDLZ,Mondelez Intl Inc,Food - Misc & Diversified,Consumer Staples,91388040000,21.66,3.52,6.11%,15.94%,0.68,15.88,107715040000,5748000000,4446000000,1294815000,4611000000,0.48,0.41%,78.32%,N/L,N/L,N/L,N/L,N/L,2025-07-29
MDT,Medtronic Inc,Medical Products,Medical,119199552000,16.79,2.45,7.83%,14.54%,0.59,11.91,145497552000,10624000000,7763000000,1282543000,4662000000,0.8,0.20%,82.06%,N/L,N/L,N/L,N/L,N/L,2025-08-19
MDXG,Mimedx Group Inc,Medical - Biomedical,Medical,999943000,24.46,4.99,16.77%,22.70%,0.01,20.67,896523000,60630000,54590000,147702000,42420000,1.76,1.70%,79.15%,N/L,N/L,N/L,N/L,N/L,2025-07-30
MED,Medifast Inc,Food - Misc & Diversified,Consumer Staples,163766000,11.99,0.79,4.81%,6.63%,0,5.14,72836000,5590000,-6320000,10991000,2090000,0.86,2.90%,95.51%,N/L,N/L,N/L,N/L,N/L,2025-08-04
MEDP,Medpace Holdings Inc,Medical Services,Medical,12571336000,33.88,74.279999,21.86%,67.66%,0,32.66,11901896000,514760000,485510000,28093000,404390000,1.47,20.30%,77.98%,N/L,N/L,N/L,N/L,N/L,2025-07-21
MEG,Montrose Environmental Group Inc,Waste Removal Svcs,Business Services,812524000,0,1.8,-1.63%,-3.59%,0.47,14.29,1121454000,81500000,17170000,34664000,-62310000,1.9,11.90%,87.87%,N/L,N/L,N/L,N/L,N/L,2025-08-06
MEIP,Mei Pharma Inc,Medical - Drugs,Medical,44888000,0,2.25,-64.79%,-77.00%,0,1.1,41178000,-15280000,-26560000,6660000,17780000,0.19,3.12%,52.38%,N/L,N/L,N/L,N/L,N/L,2025-09-18
MELI,Mercadolibre Inc,Internet Commerce,Retail-Wholesale,119774688000,58.81,24.23,8.63%,48.46%,1.29,47.950001,120790688000,3483000000,2866000000,50697000,1911000000,1.49,0.25%,87.62%,N/L,N/L,N/L,N/L,N/L,2025-08-07
MERC,Mercer Intl Inc,Paper & Related Products,Basic Materials,264809000,0,0.58,-2.36%,-12.08%,3.44,1.44,1553869000,261530000,56460000,66871000,-85140000,1.04,1.00%,85.79%,N/L,N/L,N/L,N/L,N/L,2025-07-31
MESO,Mesoblast Ltd ADR,Medical - Biomedical,Medical,2090448000,0,4.67,0.00%,0.00%,0.26,N/A,2141828000,-57310000,-61980000,127778000,-87960000,2.39,18.80%,1.43%,N/L,N/L,N/L,N/L,N/L,2025-08-27
MET,Metlife Inc,Insurance - Multi Line,Finance,52737164000,9.43,1.88,0.87%,20.89%,0.71,10.83,51860164000,5133000000,5931000000,671298000,4426000000,0.85,0.35%,94.99%,N/L,N/L,N/L,N/L,N/L,2025-08-06
META,Meta Platforms Inc,Internet - Software,Computers and Technology,1791910400000,27.88,9.71,25.56%,38.69%,0.16,23.26,1776847360000,88615000000,73117000000,2514327000,62360000000,1.28,13.61%,79.91%,N/L,N/L,N/L,N/L,N/L,2025-07-30
METC,Ramaco Resources Inc,Coal,Oils-Energy,1233028000,0,3.51,-0.04%,-0.08%,0.29,15.67,1288568000,135820000,69270000,54704000,11190000,1.3,36.20%,74.49%,N/L,N/L,N/L,N/L,N/L,2025-08-06
MFC,Manulife Financial Corp,Insurance - Life,Finance,53495316000,11.04,1.65,0.75%,15.84%,0.12,10.26,44372816000,4750310000,4775120000,1708024000,4109500000,0.99,0.04%,52.56%,N/L,N/L,N/L,N/L,N/L,2025-08-06
MGA,Magna International,Auto - Truck Original Parts,Auto-Tires-Trucks,12003785000,8.38,0.99,4.56%,11.96%,0.45,3.8,15869785000,5263000000,3629000000,281779000,1009000000,1.5,0.50%,67.49%,N/L,N/L,N/L,N/L,N/L,2025-08-01
MGM,MGM Resorts International,Gaming,Consumer Discretionary,10461407000,14.71,2.84,1.82%,20.64%,1.79,6.69,14442787000,3146430000,2288110000,272149000,746560000,1.76,3.06%,68.11%,N/L,N/L,N/L,N/L,N/L,2025-07-30
MGNI,Magnite Inc,Internet - Software,Computers and Technology,3318931000,69.55,4.37,1.81%,6.71%,0.47,29.68,3385811000,126180000,63550000,141111000,22790000,2.96,3.80%,73.40%,N/L,N/L,N/L,N/L,N/L,2025-08-06
MHK,Mohawk Industries,Textile - Home Furnishings,Consumer Discretionary,7559273000,12.69,0.92,4.37%,7.42%,0.3,5.79,9129473000,1298800000,652300000,62525000,517700000,1.18,17.40%,78.98%,N/L,N/L,N/L,N/L,N/L,2025-07-24
MIR,Mirion Technologies Inc,Technology Services,Business Services,5088479000,55.77,3.24,3.60%,6.07%,0.44,22.299999,5599379000,191900000,38400000,231927000,-36100000,0.83,6.30%,78.51%,N/L,N/L,N/L,N/L,N/L,2025-07-31
MIST,Milestone Pharmaceuticals Inc,Medical - Biomedical,Medical,84473000,0,N/A,-67.20%,-329.85%,0,N/A,59163000,-52040000,-52150000,53464000,-41520000,0.96,19.50%,86.18%,N/L,N/L,N/L,N/L,N/L,2025-08-14
MKC,Mccormick & Company,Food - Misc & Diversified,Consumer Staples,19207168000,24.47,3.41,6.02%,14.43%,0.68,19.07,22879868000,1272500000,1063700000,268369000,788500000,0.68,23.80%,79.74%,N/L,N/L,N/L,N/L,N/L,2025-06-26
MLCO,Melco Resorts & Entertainment ADR,Gaming,Consumer Discretionary,3764826000,35.24,N/A,1.43%,-12.58%,-7.56,5.74,9774696000,1601620000,1039310000,419713000,43540000,0.82,57.09%,39.62%,N/L,N/L,N/L,N/L,N/L,2025-07-31
MLTX,Moonlake Immunotherapeutics,Medical - Biomedical,Medical,3525141000,0,8.54,-28.40%,-30.81%,0.18,N/A,3344711000,-169380000,-170760000,64012000,-118940000,1.27,12.02%,93.85%,N/L,N/L,N/L,N/L,N/L,2025-08-06
MMC,Marsh & Mclennan Companies,Insurance - Brokers,Finance,103437688000,22.45,6.41,8.29%,31.90%,1.19,20,109191688000,6830000000,6084000000,491624000,4060000000,0.8,0.35%,87.99%,N/L,N/L,N/L,N/L,N/L,2025-07-17
MMM,3M Company,Conglomerates - Div Operations,Conglomerates,80570944000,19.39,18.280001,10.62%,96.48%,3.02,14.92,88014944000,5798000000,4435000000,532630000,4173000000,1.02,0.34%,65.25%,N/L,N/L,N/L,N/L,N/L,2025-07-18
MNDY,Monday.com Ltd,Internet - Software,Computers and Technology,14837899000,192.85,13.34,4.79%,7.87%,0,215.320007,13426299000,5420000,-6210000,50773000,32370000,1.3,22.30%,73.70%,N/L,N/L,N/L,N/L,N/L,2025-08-11
MNKD,Mannkind Corp,Medical - Biomedical,Medical,1233968000,25.5,N/A,10.85%,-32.41%,-2.21,29.4,1281508000,88840000,78150000,303933000,27590000,0.96,2.70%,49.55%,N/L,N/L,N/L,N/L,N/L,2025-08-06
MNMD,Mind Medicine Mindmed Inc,Medical - Biomedical,Medical,737397000,0,3.3,-32.13%,-40.33%,0.1,N/A,485507000,-112620000,-113870000,75553000,-108680000,2.45,2.45%,27.91%,N/L,N/L,N/L,N/L,N/L,2025-07-31
MNSO,Miniso Group Holding Ltd ADR,Retail - Apparel & Shoes,Retail-Wholesale,5997028000,17.07,4.03,12.84%,24.23%,0.6,12.57,5196108000,568580000,456090000,312834000,364100000,0.16,73.50%,17.16%,N/L,N/L,N/L,N/L,N/L,2025-08-29
MNST,Monster Beverage Corp,Beverages - Soft,Consumer Staples,59158420000,36.25,9,20.66%,27.46%,0.03,33.98,57999080000,2038470000,1958040000,975246000,1509050000,0.59,8.30%,72.36%,N/L,N/L,N/L,N/L,N/L,2025-08-06
MNTN,Mntn Inc Cl A,Technology Services,Business Services,0,0,N/A,0.00%,0.00%,0,N/A,0,0,0,0,-32877000,N/A,60.30%,72.90%,N/L,N/L,N/L,N/L,N/L,2025-08-05
MO,Altria Group,Tobacco,Consumer Staples,100797608000,11.44,N/A,25.48%,-295.44%,-7.53,11.09,122596608000,11514000000,11228000000,1684452000,11264000000,0.59,0.08%,57.41%,N/L,N/L,N/L,N/L,N/L,2025-07-30
MOD,Modine Manufacturing Company,Auto - Truck Original Parts,Auto-Tires-Trucks,5442390000,24.17,5.6,11.58%,25.31%,0.38,17.4,5721590000,361200000,283500000,52477000,184000000,2.04,2.48%,95.23%,N/L,N/L,N/L,N/L,N/L,2025-07-30
MODG,Topgolf Callaway Brands Corp,Leisure & Recreational Prdcts,Consumer Discretionary,1817307000,44.09,0.73,0.57%,1.51%,0.62,1.01,2854907000,1920500000,194400000,183752000,-1447700000,1.27,2.40%,84.69%,N/L,N/L,N/L,N/L,N/L,2025-08-06
MOGO,Mogo Inc,Technology Services,Business Services,44294000,0,0.97,-4.22%,-10.36%,0.49,26.51,61984000,9620000,3480000,24472000,-9980000,3.57,12.30%,14.79%,N/L,N/L,N/L,N/L,N/L,2025-08-14
MOH,Molina Healthcare Inc,Medical - HMO,Medical,8944084000,6.99,1.86,7.88%,27.72%,0.83,6.06,7205084000,2089000000,1903000000,54200000,1179000000,0.55,1.10%,98.50%,N/L,N/L,N/L,N/L,N/L,2025-07-23
MOMO,Hello Group Inc ADR,Internet - Software,Computers and Technology,1015705000,6.61,0.67,9.95%,15.51%,0.23,8.27,414935000,195560000,187510000,120487000,142420000,0.43,61.40%,50.96%,N/L,N/L,N/L,N/L,N/L,2025-09-02
MORN,Morningstar Inc,Business Information,Business Services,11746490000,33.22,7.31,10.26%,23.23%,0.5,22.5,11942390000,823200000,632800000,42249000,369900000,1.01,36.20%,57.02%,N/L,N/L,N/L,N/L,N/L,2025-07-30
MOS,Mosaic Company,Fertilizers,Basic Materials,11705824000,20.54,1,2.53%,4.91%,0.39,6.56,15657724000,1960300000,787100000,317231000,174900000,1.12,0.50%,77.54%,N/L,N/L,N/L,N/L,N/L,2025-08-05
MP,MP Materials Corp,Mining - Misc,Basic Materials,10147348000,0,9.71,-4.45%,-9.77%,0.88,N/A,10773638000,-8750000,-90710000,163456000,-65420000,2.26,9.50%,52.55%,N/L,N/L,N/L,N/L,N/L,2025-08-07
MPC,Marathon Petroleum Corp,Oil - Refining and Marketing,Oils-Energy,52708704000,26.27,2.31,2.75%,8.89%,1.34,8.31,77182704000,12308000000,9002000000,307214000,3445000000,0.88,0.21%,76.77%,N/L,N/L,N/L,N/L,N/L,2025-08-05
MPLX,Mplx LP,Oil - Production & Pipeline,Oils-Energy,52009864000,11.85,3.72,11.57%,32.08%,1.59,9.23,71641864000,8032000000,6695000000,1020802000,4317000000,0.73,N/A,24.25%,N/L,N/L,N/L,N/L,N/L,2025-08-05
MPW,Medical Properties Trust,REIT - Equity Trust Other,Finance,2595517000,6.06,0.55,-10.91%,-31.14%,1.99,N/A,11111287000,822370000,351270000,600814000,-2410270000,1.29,1.26%,71.79%,N/L,N/L,N/L,N/L,N/L,2025-07-31
MPWR,Monolithic Power Sys,Semi Analog & Mixed,Computers and Technology,34218880000,63.83,10.45,16.79%,19.80%,0,64.690002,33527060000,628930000,612640000,47880000,1786700000,1.2,3.40%,93.46%,N/L,N/L,N/L,N/L,N/L,2025-07-31
MQ,Marqeta Inc Cl A,Financial Transaction Services,Business Services,2711278000,58.3,2.84,3.84%,5.11%,0.21,70.82,1973158000,40330000,26100000,468269000,27290000,1.54,12.12%,78.64%,N/L,N/L,N/L,N/L,N/L,2025-08-06
MREO,Mereo Biopharma Group Plc ADR,Medical - Biomedical,Medical,279840000,0,4.6,-57.27%,-69.34%,0,N/A,210040000,-48080000,-48660000,159000000,-43250000,0.46,5.50%,62.83%,N/L,N/L,N/L,N/L,N/L,2025-08-12
MRK,Merck & Company,Large Cap Pharma,Medical,212709440000,10.8,4.38,17.11%,43.23%,0.69,8.89,233929440000,24897000000,20398000000,2511031000,17117000000,0.39,0.13%,76.07%,N/L,N/L,N/L,N/L,N/L,2025-07-29
MRNA,Moderna Inc,Medical - Biomedical,Medical,13207240000,0,1.31,-21.94%,-28.69%,0,N/A,11280240000,-3635000000,-3729000000,386742000,-3561000000,1.84,11.00%,75.33%,N/L,N/L,N/L,N/L,N/L,2025-08-01
MRP,Millrose Properties Inc,Real Estate Operations,Finance,5136164000,0,0.87,0.00%,0.00%,0.18,N/A,5160354000,-11370000,-11360000,166004000,-246220000,N/A,N/A,N/A,N/L,N/L,N/L,N/L,N/L,2025-07-31
MRUS,Merus N.V. CS,Medical - Biomedical,Medical,4624879000,0,7.62,-29.83%,-35.99%,0,N/A,4331589000,-300290000,-302760000,69214000,-215330000,1,4.57%,96.14%,N/L,N/L,N/L,N/L,N/L,2025-08-07
MRVI,Maravai Lifesciences Holdings Inc Cl A,Medical Products,Medical,685035000,0,1.3,-6.87%,-12.91%,0.56,4.38,658565000,138570000,-87340000,254660000,-144850000,0.28,2.11%,50.25%,N/L,N/L,N/L,N/L,N/L,2025-08-06
MRVL,Marvell Technology Inc,Electronics - Semiconductors,Computers and Technology,64104896000,56.52,4.8,5.70%,8.42%,0.32,29.59,67220400000,1059500000,-297400000,863831000,-885000000,1.81,0.19%,83.51%,N/L,N/L,N/L,N/L,N/L,2025-09-04
MS,Morgan Stanley,Finance - Investment Brokers,Finance,229433632000,16.14,2.34,1.17%,15.33%,2.83,12.38,422616640000,24454000000,19293000000,1604319000,13390000000,1.3,0.19%,84.19%,N/L,N/L,N/L,N/L,N/L,2025-07-16
MSCI,MSCI Inc,Finance - Investment Mgmt,Finance,42263720000,33.52,N/A,23.46%,-143.13%,-4.74,30.16,46365188000,1964530000,1753110000,77365000,1109130000,1.32,3.31%,89.97%,N/L,N/L,N/L,N/L,N/L,2025-07-22
MSFT,Microsoft Corp,Computer - Software,Computers and Technology,3818172160000,39.48,11.8,18.13%,32.74%,0.13,34.389999,4151322240000,144417000000,122130000000,7432544000,88136000000,1.04,0.03%,71.13%,N/L,N/L,N/L,N/L,N/L,2025-07-30
MSTR,Strategy Inc,Computer - Software,Computers and Technology,110971552000,0,3.43,-25.22%,-37.64%,0.25,N/A,118123336000,-7537540000,-7570680000,273403000,-1166660000,3.7,8.46%,59.84%,N/L,N/L,N/L,N/L,N/L,2025-07-31
MT,Arcelormittal ADR,Steel - Producers,Basic Materials,27568502000,11.91,0.52,2.41%,4.11%,0.23,5.55,32647502000,8077000000,5445000000,819272000,1339000000,1.63,0.06%,9.29%,N/L,N/L,N/L,N/L,N/L,2025-07-31
MTB,M&T Bank Corp,Banks - Major Regional,Finance,31103188000,12.37,1.19,1.30%,10.35%,0.43,10.24,25320188000,5545000000,5037000000,160516000,2588000000,0.63,0.53%,84.68%,N/L,N/L,N/L,N/L,N/L,2025-07-16
MTCH,Match Group Inc,Internet - Software,Computers and Technology,8654827000,16.39,N/A,13.12%,-483.83%,-18.76,11.11,11537817000,1135830000,974160000,250429000,551280000,1.34,0.64%,94.05%,N/L,N/L,N/L,N/L,N/L,2025-08-05
MTDR,Matador Resources Company,Oil - US Exploration & Product,Oils-Energy,6359061000,7,1.11,8.27%,16.53%,0.56,3.29,9589730000,3546080000,2555250000,125203000,885320000,1.46,5.80%,91.98%,N/L,N/L,N/L,N/L,N/L,2025-07-22
MTH,Meritage Corp,Building - Residential & Comm,Construction,5011579000,6.39,0.97,8.59%,12.37%,0.01,6.33,5695899000,909970000,884010000,71830000,786190000,1.37,2.20%,98.44%,N/L,N/L,N/L,N/L,N/L,2025-07-23
MTN,Vail Resorts,Leisure & Recreation Services,Consumer Discretionary,5965125000,20.15,4.74,5.13%,30.25%,2.18,11.65,8406815000,1132580000,856090000,37152000,230410000,0.91,1.20%,94.94%,N/L,N/L,N/L,N/L,N/L,2025-06-05
MTX,Minerals Technologies Inc,Chemical - Specialty,Basic Materials,2076859000,10.39,1.15,5.36%,10.59%,0.59,6.43,2709859000,146100000,51200000,31732000,167100000,1.2,3.30%,97.29%,N/L,N/L,N/L,N/L,N/L,2025-07-24
MTZ,Mastec Inc,Building - Heavy Construction,Construction,14690949000,42.76,4.85,3.80%,11.65%,0.76,18.16,16515169000,1452880000,946260000,78903000,162790000,1.75,21.30%,78.10%,N/L,N/L,N/L,N/L,N/L,2025-07-31
MU,Micron Technology,Computer - Integrated Systems,Computers and Technology,124513848000,19.43,2.46,8.90%,13.60%,0.31,14.69,130869848000,15419000000,7639000000,1119125000,778000000,1.35,0.30%,80.84%,N/L,N/L,N/L,N/L,N/L,2025-06-25
MUR,Murphy Oil Corp,Oil - US Exploration & Product,Oils-Energy,3729169000,10.7,0.71,3.75%,6.81%,0.28,2.97,4580969000,2316550000,1441210000,142716000,407170000,1.09,6.52%,78.31%,N/L,N/L,N/L,N/L,N/L,2025-08-06
MURA,Mural Oncology Plc,Medical - Drugs,Medical,41843000,0,0.39,-70.70%,-83.39%,0,N/A,-73617000,-135100000,-138610000,17269000,-128510000,3.03,2.20%,80.21%,N/L,N/L,N/L,N/L,N/L,2025-08-12
MUX,Mcewen Inc,Mining - Misc,Basic Materials,613304000,0,1.29,-4.37%,-6.03%,0.26,N/A,639614000,14280000,-16580000,53988000,-43690000,0.98,16.10%,17.03%,N/L,N/L,N/L,N/L,N/L,2025-08-06
MVIS,Microvision,Lasers - Systems & Components,Computers and Technology,324041000,0,6.93,-92.54%,-161.24%,0,N/A,278041000,-56960000,-72850000,249262000,-96920000,1.56,1.02%,30.90%,N/L,N/L,N/L,N/L,N/L,2025-08-06
MVST,Microvast Hldgs Inc,Technology Services,Business Services,1076879000,0,2.39,-5.02%,-10.97%,0.37,N/A,1122189000,-43210000,-74040000,325341000,-195460000,2.97,29.80%,20.72%,N/L,N/L,N/L,N/L,N/L,2025-08-08
MWA,Mueller Water Products,Steel - Pipe & Tube,Basic Materials,3940452000,21.9,4.44,10.86%,21.31%,0.52,17.82,4080052000,272800000,206600000,156678000,115900000,1.18,1.10%,91.68%,N/L,N/L,N/L,N/L,N/L,2025-08-04
MXL,Maxlinear Inc,Semi Analog & Mixed,Computers and Technology,1384612000,0,2.99,-10.73%,-18.16%,0.25,N/A,1388032000,-138140000,-194820000,84634000,-245200000,1.72,7.80%,90.79%,N/L,N/L,N/L,N/L,N/L,2025-07-23
NA,Nano Labs Ltd ADR,Electronics - Semiconductors,Computers and Technology,214344000,0,3.82,0.00%,0.00%,0.76,N/A,234254000,-12080000,7030000,29524000,-15750000,3.22,N/A,50.68%,N/L,N/L,N/L,N/L,N/L,2025-03-25
NAGE,Niagen Bioscience Inc,Medical - Biomedical,Medical,734136000,103,13.18,12.20%,19.06%,0,156.720001,689476000,14030000,13220000,78770000,8550000,2.14,9.39%,15.41%,N/L,N/L,N/L,N/L,N/L,2025-08-06
NAK,Northern Dynasty Minerals,Mining - Gold,Basic Materials,481759000,0,11.9,-13.84%,-19.47%,0,N/A,469979000,-13350000,-13470000,541302000,-26380000,-0.69,2.23%,10.55%,N/L,N/L,N/L,N/L,N/L,2025-08-13
NAT,Nordic American Tanker Shipping Ltd,Transportation - Ship,Transportation,578080000,16.29,1.17,4.23%,7.01%,0.68,5.66,803400000,177360000,120360000,211751000,46640000,-0.19,2.85%,44.29%,N/L,N/L,N/L,N/L,N/L,2025-09-04
NB,Niocorp Developments Ltd,Mining - Misc,Basic Materials,174926000,0,22.75,-91.68%,-298.16%,0,N/A,182106000,-13760000,-6900000,55709000,-16700000,-0.37,19.10%,4.03%,N/L,N/L,N/L,N/L,N/L,2025-05-08
NBBK,Nb Bancorp Inc,Banks - Northeast,Finance,748922000,13.23,1.06,1.07%,7.34%,0.12,16.92,505902000,70820000,68190000,40570000,42150000,0.46,1.90%,0.00%,N/L,N/L,N/L,N/L,N/L,2025-07-23
NBIS,Nebius Group N.V. Cl A,Internet Software Services,Computers and Technology,12110681000,58.61,3.89,-9.69%,-10.24%,0,N/A,9667181000,-545800000,-623100000,235754000,-641400000,3.25,N/A,21.90%,N/L,N/L,N/L,N/L,N/L,2025-07-29
NBIX,Neurocrine Bioscienc,Medical - Drugs,Medical,13077368000,44.62,5.14,8.59%,11.81%,0,38.950001,12844368000,495700000,494800000,98966000,341300000,0.24,4.80%,92.59%,N/L,N/L,N/L,N/L,N/L,2025-07-30
NCLH,Norwegian Cruise Ord,Leisure & Recreation Services,Consumer Discretionary,10642942000,14.87,7.36,3.84%,66.78%,9.88,5.68,23552662000,3320580000,2347070000,446807000,910260000,2.13,0.41%,69.58%,N/L,N/L,N/L,N/L,N/L,2025-07-31
NCMI,National Cinemedia,Advertising Marketing Services,Business Services,474349000,0,1.28,-2.07%,-2.83%,0,12.77,406249000,77700000,34500000,94304000,-22300000,2.06,0.25%,69.49%,N/L,N/L,N/L,N/L,N/L,2025-08-05
NCNO,Ncino Inc,Internet - Software,Computers and Technology,3571014000,0,3.32,0.13%,0.19%,0.24,65.489998,3677224000,32500000,-15980000,115942000,-37880000,0.77,5.70%,94.76%,N/L,N/L,N/L,N/L,N/L,2025-08-26
NDAQ,Nasdaq Inc,Securities Exchanges,Finance,54449728000,29.78,4.54,5.95%,15.90%,0.77,23.950001,62907728000,3148000000,2535000000,574122000,1117000000,1.01,0.70%,72.47%,N/L,N/L,N/L,N/L,N/L,2025-07-24
NE,Noble Corp Plc,Oil & Gas - Drilling,Oils-Energy,4498323000,13.54,0.98,4.45%,7.29%,0.42,6.42,6231213000,1537430000,1168840000,158783000,448350000,1.11,1.20%,68.14%,N/L,N/L,N/L,N/L,N/L,2025-08-05
NEE,Nextera Energy,Utility - Electric Power,Utilities,147960128000,19.99,2.43,3.86%,12.31%,1.49,11.54,229207136000,19142000000,13381000000,2059292000,6946000000,0.67,0.20%,78.72%,N/L,N/L,N/L,N/L,N/L,2025-07-23
NEGG,Newegg Commerce Inc,Internet Commerce,Retail-Wholesale,1305187000,0,11.01,0.00%,0.00%,0,N/A,1205447000,-2580000,-13280000,38041000,-43330000,2.81,22.90%,0.45%,N/L,N/L,N/L,N/L,N/L,2025-07-28
